0,1,2,3,4,5,Meta-Llama-3-8B-Instruct_correct,Meta-Llama-3-8B-Instruct_choiceA_probs,Meta-Llama-3-8B-Instruct_choiceB_probs,Meta-Llama-3-8B-Instruct_choiceC_probs,Meta-Llama-3-8B-Instruct_choiceD_probs
Which of the following is true as of 2020?,males are more likely to have depression and are more likely to have an alcohol use disorder than females.,females are more likely to have depression and are more likely to have an alcohol use disorder than males.,males are more likely than females to have depression while females are more likely than males to have an alcohol use disorder.,females are more likely than males to have depression while males are more likely than females to have an alcohol use disorder.,D,False,0.07597503,0.38583302,0.30048707,0.23770483
"As of 2019, about what percentage of people from Brazil says homosexuality should be accepted by society?",37%,47%,57%,67%,D,False,0.04783775,0.4263732,0.35485926,0.17092973
"As of 2017, the share of GDP spent on the military by Saudi Arabia is about",1%,3%,6%,10%,D,False,0.034896046,0.3442734,0.43181556,0.18901506
"As of 2019, about what share of electricity came from fossil fuels in the United States?",23%,43%,63%,83%,C,False,0.045259308,0.5344073,0.30688432,0.11344903
What is the percentage of children aged 13-15 in Egypt who reported being bullied at least once in the past couple of months as of 2015?,10%,30%,50%,70%,D,False,0.053642258,0.6496786,0.235298,0.06138115
"As of 2018, about what percentage of US adults say criminal risk assessment for people up for parole is an unreasonable application of algorithmic decision making?",26%,41%,56%,71%,C,False,0.080129445,0.53437847,0.29540014,0.09009195
"In 2018, about how many chickens were killed for meat production?",690 million,6.9 billion,69 billion,690 billion,C,False,0.42538068,0.21389484,0.2923596,0.068364896
"In 2016, what percentage of the population of South Sudan had access to electricity?",9%,29%,59%,79%,A,False,0.11265261,0.47243613,0.3177987,0.09711262
About what percentage of survey respondents from Mexico report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,31%,51%,71%,91%,B,True,0.07511319,0.44771302,0.40605807,0.07111574
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in China?",by 4 fold,by 8 fold,by 16 fold,by 32 fold,C,True,0.027300801,0.35961753,0.39496258,0.21811906
Ross Perot makes polling history by leading the presidential race briefly in June as a third-party candidate with 39%. He winds up with _% of the popular vote.,1,7,13,19,D,False,0.035509482,0.2749735,0.41561556,0.2739015
"As of 2019, about what percentage of Turks say God plays an important role in their life?",59%,69%,79%,89%,D,False,0.06921761,0.3952201,0.37712166,0.1584407
Which of the following was responsible for the most death in the 20th century?,Earthquakes,Volcanic activity,Wildfires,Floods,D,True,0.16088001,0.09719824,0.30203462,0.43988714
"What is the percentage of children aged 13-15 in the United States who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",15%,35%,55%,75%,B,True,0.09101955,0.57864183,0.2116268,0.118711874
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in South Korea?",by 4 fold,by 8 fold,by 16 fold,by 32 fold,D,False,0.026995348,0.29022732,0.44427592,0.23850146
"As of 2019, about what percentage of people from Turkey agree that the state is run for the benefit of all the people?",36%,51%,66%,81%,C,False,0.061702162,0.4843781,0.32329622,0.13062347
"As of 2015, what percentage of the global population over 15 years old was literate?",81%,86%,91%,96%,B,False,0.026953178,0.36062953,0.50461143,0.10780582
About what percentage of survey respondents from China report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,26%,46%,66%,86%,A,False,0.06511354,0.5814852,0.27682847,0.07657278
"As of 2019, which of the following had the lowest life expectancy?",Brazil,China,Mexico,Iran,C,True,0.066865005,0.3555174,0.42883584,0.14878175
"As of 2019, unsafe water is responsible for about how many deaths each year?",1.2 million,2.4 million,3.6 million,4.8 million,A,False,0.14561547,0.5057723,0.26367554,0.084936745
Which of the following causes more deaths globally each year (as of 2017)?,Diarrheal diseases,Diabetes,Dementia,Road injuries,C,False,0.23931809,0.11053504,0.24897297,0.40117395
About how many people are infected by HIV/AIDS as of 2020?,3 million,14 million,42 million,124 million,C,True,0.020400088,0.16620061,0.70246935,0.11092992
What is the percentage of children aged 13-15 in the United States who reported being bullied at least once in the past couple of months as of 2015?,26%,46%,66%,86%,A,False,0.10352266,0.6329158,0.20150337,0.062058147
"As of 2019, about what percentage of South Koreans say it is necessary to believe in God in order to be moral and have good values?",25%,45%,65%,85%,B,False,0.039522678,0.36916718,0.43160018,0.1597099
What is the percentage of children aged 13-15 in Japan who reported being bullied at least once in the past couple of months as of 2015?,6%,16%,36%,66%,C,False,0.047848016,0.5996523,0.29655966,0.05594
"As of 2018, about what percentage of US adults say computer programs will always reflect human bias?",43%,58%,73%,88%,B,False,0.101415515,0.3273733,0.42365253,0.1475587
"As of 2017, the share of GDP spent on the military by China is about",0.50%,2%,6%,12%,B,True,0.03873539,0.42966405,0.36465114,0.16694945
"The conjecture that inequality first increases with development, then decreases with further development (known as the “inverted U hypothesis”) has, as of 2020, been",strongly supported by most studies,"supported mainly by cross-section, not time-series studies","supported mainly by time-series, not cross-section studies",generally repudiated by empirical studies,B,True,0.069127716,0.43946812,0.3415903,0.14981382
"Worldwide, 30 year old men have spent 10 years in school, on average. How many years have women of the same age spent in school, as of 2020?",12 years,9 years,6 years,3 years,B,False,0.090001725,0.36870062,0.38639495,0.15490276
"As of 2017, the share of deaths in Greenland by suicide is about",0.90%,1.80%,3.60%,7.20%,D,False,0.029352952,0.20429778,0.61786383,0.14848544
"As of 2019, about what percentage of people from Russia says homosexuality should be accepted by society?",14%,24%,34%,44%,A,False,0.07044239,0.38680485,0.3467296,0.19602315
"As of 2019, about what percentage of Americans say the relationship between the U.S. and Germany is good?",60%,75%,90%,45%,B,False,0.041748904,0.35230094,0.3536798,0.25227037
"As of 2019, about what percentage of Americans say it is very important to have free media in our country without government/state censorship?",50%,60%,70%,80%,D,False,0.0880069,0.24682145,0.5391076,0.12606406
In 1987 during Iran Contra what percent of Americans believe Reagan was witholding information?,2%,25%,50%,75%,D,False,0.0102948425,0.43434125,0.4017,0.15366395
"In Sub-Saharan Africa, as of 2020,",no nation has been able to grow in the past years.,the Democratic Republic of Congo has become poorer than it initially was in 1980.,some countries have had relatively significant growth rates.,"some countries have had relatively significant growth rates, but the Democratic Republic of Congo has become poorer than it initially was in 1980.",C,False,0.01169023,0.10138344,0.40888786,0.47803837
"World Bank data show that in 1995, the poorest 20% of households accounted for 7.5% of household income in Niger, the next 20% of households accounted for 11.8% of income, the middle 20% accounted for 15.5% of income, the second richest 20% accounted for 21.1% of income, and the top 20% accounted for 44.1% of income. What was the cumulative income share of the bottom 60% of households in Niger?",15.50%,34.80%,48.10%,65.20%,B,True,0.12279101,0.3235112,0.28549764,0.26820022
How many children between the ages of 5-14 worked globally as of 2012?,5 million,30 million,150 million,500 million,C,True,0.014440595,0.29232198,0.5998058,0.09343172
"Different less developed countries have different levels of secondary school enrollment. Some countries with high secondary-school enrollment are, as of 2020,","Colombia, Peru, Uruguay, and Costa Rica.","Bhutan, Niger, Cambodia, and Costa Rica.","Uruguay, Costa Rica, Timor-Leste, and Pakistan.","Bhutan, Cambodia, Uruguay and Costa Rica.",A,False,0.28443563,0.13862287,0.376816,0.20012547
The percentage of children in Vietnam (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,10%,20%,40%,80%,B,False,0.035443857,0.4420343,0.4455012,0.07702061
The percentage of children in India (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,38%,58%,78%,98%,C,False,0.0780702,0.53351295,0.31733313,0.071083724
"Consider the following statements: (1) In every country, people think other individuals in their country are less happy than they actually are. (2) In the United States, women’s happiness has increased both absolutely and relative to men. Which of these statements is True/False?","True, True","True, False","False, True","False, False",B,False,0.1419507,0.22201511,0.3277968,0.30823746
"In 2017, about how many people died from terrorism globally?",260,"2,600","26,000","260,000",C,True,0.038677856,0.24349855,0.51197463,0.20584887
In 1935 roughly how many Americans were in favor of Social Security act?,90%,70%,50%,30%,A,False,0.038797043,0.31362176,0.43203226,0.21554889
Which of the following countries emitted the most CO2 per capita in 2017?,Japan,Canada,Russia,Iran,B,False,0.15626863,0.29887158,0.3957472,0.14911257
"As of 2019, about what percentage of Indians say it is necessary to believe in God in order to be moral and have good values?",59%,69%,79%,89%,C,True,0.18088928,0.28906024,0.47657976,0.053470768
"What is the percentage of children aged 13-15 in China who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",9%,19%,39%,59%,B,True,0.07473194,0.59474117,0.255795,0.07473194
The percentage of children in Ethiopia (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,18%,38%,58%,78%,B,True,0.052301414,0.65482444,0.23076466,0.062109467
"As of 2018, about what percentage of people from Tunisia say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",24%,39%,54%,69%,A,False,0.0349724,0.5159271,0.35459116,0.094509445
"As of 2015, the global fertility rate was about",1.5 children per woman,2.5 children per woman,3.5 children per woman,4.5 children per woman,B,True,0.12502533,0.61299706,0.18768525,0.07429239
What is the median international income as of 2020?,$300 ,"$1,000 ","$10,000 ","$30,000 ",C,False,0.047611047,0.40492013,0.24655771,0.3009111
Before being reelected for a third term as president how many Americans approved of running a third time?,20%,40%,60%,80%,C,True,0.030078728,0.25481477,0.5543968,0.16070968
"As of 2019, about what percentage of Italians say it is very important to have free media in our country without government/state censorship?",41%,56%,71%,86%,B,True,0.041742202,0.45806926,0.40463966,0.095548846
Public spending on education in the world is about what percentage of global GDP as of 2017?,1%,2%,4%,8%,C,True,0.018367976,0.36321092,0.42133203,0.19708903
"As of 2013, which of the following countries had the highest per capita rate of homelessness?",US,Chile,Ireland,Spain,A,False,0.25124565,0.14498444,0.42905596,0.17471392
"Overall, the growth rate of average incomes in less developed countries between 1960 and 1995",was approximately zero,exceeded that of high income countries,exceeded that of Britain during the industrial revolution,was approximately 3.0% per year,C,False,0.040655367,0.1516442,0.3567395,0.45096096
"As of 2015, about what percentage of the world’s land area is forested?",15%,30%,45%,60%,B,True,0.025398303,0.47364762,0.35336265,0.14759146
The greatest population growth rate has taken place,"in Africa, which is the poorest region of the world with the lowest overall economic growth.","in Asia, which is the poorest region of the world with a steady overall economic growth.","in Asia, which is the poorest region of the world with the lowest overall economic growth.","in Africa, which is the poorest region of the world with a steady overall economic growth.",C,False,0.11413394,0.22172439,0.30424747,0.35989422
The global HIV/AIDS death rate is highest for which of these age groups?,Under 5,14-May,15-49,over 50,C,True,0.020433778,0.046138257,0.7988754,0.13455257
"As of 2015, agriculture made up about what percentage of total US GDP?",1%,3%,9%,20%,A,False,0.025039699,0.27700263,0.57661873,0.12133891
"As of 2017, what percentage of Indians live in urban areas?",19%,34%,49%,64%,B,True,0.025769792,0.5509824,0.344796,0.07845178
"Consider the following statements: (1) As countries get richer, the population tends to report higher average life satisfaction. (2) Important life events such as marriage or divorce do affect our happiness, but have surprisingly little long-term impact. Which of these statements is True/False, as of 2020?","True, True","True, False","False, True","False, False",A,False,0.15494543,0.24281304,0.39373976,0.20850188
"At its peak, what was the approximate difference in approval of school desegration from the South and the rest of the U.S.?",80%,40%,-40%,-80%,B,True,0.051566485,0.45380908,0.32085744,0.17376706
"As of 2013, share of people in the United States who think political parties are corrupt is",36%,56%,76%,96%,C,False,0.11913451,0.45225108,0.32510862,0.10350585
Which of the following countries invested the largest fraction of its GDP in renewable energy in 2015?,China,Japan,Chile,India,C,True,0.13688292,0.14829282,0.4867085,0.22811568
"As of 2020, about how much do you need to make annually to be among the richest one percent in the world?","$150,000 ","$75,000 ","$35,000 ","$15,000 ",C,False,0.19556428,0.30289587,0.30289587,0.19864397
In 1943 how many Americans believed in the Holocaust?,30%,50%,70%,90%,B,False,0.03244144,0.2373821,0.45047206,0.27970445
Which of the following countries emitted the most CO2 in 2017?,Canada,Russia,Iran,Japan,D,False,0.077542424,0.40077627,0.3342077,0.18747355
"At the time of independence, there were already hundreds of thousands of university graduates in ____, but hardly any at all in ____.","India, Congo","India, South Korea","Congo, South Korea","South Korea, India",A,False,0.13643776,0.3841468,0.27777353,0.20164195
"As of 2013, share of people in the India who think political parties are corrupt is",26%,46%,66%,86%,D,False,0.034580868,0.5559311,0.28925943,0.12022854
"As of 2019, about what percentage of French people say God plays an important role in their life?",11%,31%,51%,71%,B,True,0.091185585,0.4740602,0.33615905,0.09859513
"As of 2017, the share of GDP spent on the military by the United States is about",1%,3%,6%,10%,B,False,0.045923296,0.34199122,0.43741342,0.17467202
"As of 2017, the share of global deaths by suicide is about",0.70%,1.40%,2.80%,5.60%,B,True,0.05078297,0.4285355,0.38263914,0.13804242
Many countries that became independent after World War II found that the legacy of colonialism hindered their economic development. The list of hindrances included,artificial political boundaries that covered diverse ethnic groups with little in common,inadequate access to higher education and training for nationals under the colonial administration,control of domestic commerce by foreign minority groups which had been brought in by the colonial power,all of the above,D,True,0.017372178,0.057858184,0.20037337,0.72439635
Which of the following mental disorders is most prevalent in the world?,Bipolar disorder,Schizophrenia,Alcohol use disorders,Anxiety disorders,D,False,0.02539629,0.06497848,0.486739,0.4228862
"As of 2017, how many people in the world have some access to electricity?",60%,70%,80%,90%,C,True,0.02839508,0.2233446,0.59595263,0.1523078
Before Nixon resigned how many believed he should be removed from office?,79%,98%,33%,57%,D,True,0.03854824,0.09672117,0.2848351,0.5798955
