0,1,2,3,4,5,Meta-Llama-3-8B-Instruct_correct,Meta-Llama-3-8B-Instruct_choiceA_probs,Meta-Llama-3-8B-Instruct_choiceB_probs,Meta-Llama-3-8B-Instruct_choiceC_probs,Meta-Llama-3-8B-Instruct_choiceD_probs
"As a blinking light source approaching you gains speed, you see the frequency of flashes",increase.,decrease.,remain unchanged.,None of these.,A,True,0.7255582,0.15691297,0.036123417,0.08140538
In the absence of air resistance a ball of mass m is tossed upward to reach a height of 20 m. At the 10-m position half way up the net force on the ball is,2mg,mg,mg/2,mg/4,B,False,0.14018464,0.27879047,0.14922579,0.4317991
Pumice is a volcanic rock that floats in water. The density of pumice compared with that of water is,less.,equal.,greater.,none because it sinks.,A,True,0.94860435,0.023017202,0.024501681,0.0038767292
When you look at the red petals of a rose the color light you're seeing is,red.,green.,white minus red.,a mixture of green and yellow.,A,False,0.46115,0.0054533137,0.5225514,0.010845209
Compared with the sound you hear from the siren of a stationary fire engine the sound you hear when it approaches you has an increased,speed,frequency,wavelength,All of these,B,True,0.018156452,0.51428413,0.013705208,0.45385414
"When you squeeze an air-filled party balloon, you increase its",volume,mass,weight,density,D,False,0.7093422,0.10878115,0.054698598,0.12717804
Polarization is a property of,transverse waves,longitudinal waves,all waves,None of these,A,True,0.9761202,0.0048118695,0.0042464603,0.014821602
"In a vacuum, an object has no",buoyant force,mass,weight,All of these,A,False,0.15211941,0.03188596,0.25080252,0.56519216
Temperature is generally proportional to a substance’s,thermal energy.,vibrational kinetic energy.,average translational kinetic energy.,rotational kinetic energy.,C,True,0.11412967,0.03705248,0.84331053,0.0055073593
"In a hydraulic press operation, the output piston cannot",move farther than the input piston,exceed the force input,exceed the input piston’s speed,produce increased energy,D,False,0.66713965,0.29604143,0.01012998,0.026688943
When a spinning system contracts in the absence of an external torque its rotational speed increases and its angular momentum,decreases,increases,remains unchanged,may increase or decrease,C,False,0.027353605,0.93458104,0.027353605,0.010711826
"According to Hooke’s law, if you hang by a tree branch and note how much it bends, then hanging with twice the weight produces",half the bend.,the same bend if the branch doesn’t break.,twice the bend.,4 times the bend.,C,False,0.18062548,0.55636567,0.19227484,0.07073396
When an increase in speed doubles the kinetic energy of a moving body its momentum,increases but less than doubles,doubles,more than doubles,depends on factors not stated,A,False,0.29127643,0.51120603,0.11406548,0.08345209
Suppose the number of neutrons in a reactor that is starting up doubles each minute reaching one billion neutrons in 10 minutes. When did the number of neutrons reach half a billion?,1 minute.,2 minutes.,5 minutes.,9 minutes.,D,False,0.019607304,0.16416994,0.44626015,0.36996263
"If an object is already moving and the sum of all the vector forces on a mass is zero, then the object will",move at a constant speed in a straight line,accelerate at a constant rate in a straight line,come to rest,increase its amount of inertia,A,True,0.8824258,0.004349995,0.10873619,0.0044880784
"Relativity equations for time, length, and momentum hold true for",everyday low speeds.,relativistic speeds.,Both of these.,Neither of these.,C,True,0.09865287,0.36653984,0.44213146,0.09267579
Put a saucer of water on your table. A process that then occurs is,evaporation,condensation,Both,Neither,C,False,0.3904838,0.05625453,0.3904838,0.16277786
A barometer that uses water instead of mercury will be,shorter,taller,equal in height,inoperable,B,False,0.48310298,0.3534457,0.089365065,0.07408624
A heavy rock and a light rock in free fall (zero air resistance) have the same acceleration. The heavy rock doesn't have a greater acceleration because the,force due to gravity is the same on each.,air resistance is always zero in free fall.,inertia of both rocks is the same.,ratio of force to mass is the same.,D,False,0.6608745,0.0014456571,0.0053712674,0.33230856
When an increase in speed doubles the momentum of a moving body its kinetic energy,increases but less than doubles,doubles,more than doubles,depends on factors not stated,C,False,0.24926478,0.3200623,0.3200623,0.11061058
The equation E = mc^2 indicates that energy,equals mass moving at the speed of light squared.,equals moving mass.,is fundamentally different than mass.,and mass are closely related.,D,True,0.0068803616,0.0023777895,0.0010226745,0.98971915
General relativity predicts that,light leaving the Sun is slowed by gravity.,light passing the Sun is deflected.,a clock on the Sun’s surface runs faster than on Earth.,All of these.,D,True,0.006331625,0.021419613,0.002723198,0.96952564
"When an element ejects an alpha particle, the atomic number of the resulting element",reduces by 2,reduces by 4,increases by 2,increases by 4,A,True,0.72716236,0.2513006,0.006909517,0.014627448
"As more lamps are connected in parallel in a circuit, the current in the power source",increases,decreases,remains the same,Not enough information to say,A,False,0.3217335,0.042202253,0.6010773,0.034986895
An airplane with its nose pointing north with an airspeed of 40 km/h in a 30-km/h crosswind (at right angles) has a groundspeed of,30 km/h,40 km/h,50 km/h,60 km/h,C,False,0.035010014,0.029024323,0.2753751,0.6605905
The energy of an emitted photon is related to its,amplitude,polarization,momentum,frequency,D,True,7.029287e-05,6.0124672e-05,0.00020985573,0.9996598
Thermal conduction involves mainly,electrons,protons,neutrons,ions,A,True,0.9880355,0.0026898049,0.000989524,0.008285182
Compared with the current in an LED lamp the current in the connecting wire is,less.,more.,the same.,Need more information.,C,False,0.4774572,0.15500766,0.28959244,0.077942744
Bow waves are produced by waves of water,overlapping one another,constructively interfering,moving slower than the source producing them,All of these,D,True,0.020740582,0.13953874,0.13108452,0.70863616
The speed of sound is slightly greater on a,cold day,hot day,day with steady temperature,None of these,B,True,0.17523286,0.65106905,0.019055689,0.15464245
"Consider two mercury barometers, one having a cross-sectional area of 1 cm2 and the other 2 cm2. The height of mercury in the narrower tube is",half,twice,the same,None of these,C,False,0.38095945,0.26182935,0.14014715,0.21706416
The second law of thermodynamics tells us that heat doesn’t flow from,hot to cold ever,cold to hot ever,hot to cold without external energy,cold to hot without external energy,D,False,0.015517935,0.031840734,0.6598394,0.29280195
In a mixture of hydrogen oxygen and nitrogen gases at a given temperature the molecules having the greatest average speed are those of,hydrogen.,oxygen.,nitrogen.,But all have the same speed on average.,A,True,0.6540575,0.027853128,0.027853128,0.29023626
"Compared with the power input, the power output of an ideal transformer is",greater,less,the same,Any of these,C,False,0.04255315,0.7085736,0.19071,0.058163263
The amount of air drag on an 0.8-N flying squirrel dropping vertically at terminal velocity is,less than 0.8 N,0.8 N,greater than 0.8 N,dependent on the orientation of its body,B,False,0.6684557,0.15877214,0.116160184,0.056611955
The vibrations in a longitudinal wave move in a direction,along and parallel to the wave,perpendicular to the wave,Both of these,Neither of these,A,True,0.74863863,0.03727252,0.083994925,0.13009389
The potential energy of a compressed spring and the potential energy of a charged object both depend on,the work done on them,motion,Both of these,Neither of these,A,False,0.3792465,0.020737348,0.048215777,0.5518004
A step-up transformer in an electrical circuit can step up,voltage,energy,Both of these,Neither of these,A,True,0.80934924,0.004247075,0.14971456,0.03668913
The neutrons in an atom are normally found,inside the nucleus,outside the nucleus,Either of these,Neither of these,A,True,0.9710934,0.0024071,0.019534316,0.0069651743
The greenish-blue color of ocean water is due mostly to light that hasn’t been,absorbed,reflected,scattered,refracted,A,False,0.0031643882,0.0019192984,0.9942212,0.0006951238
Noise-canceling devices make use of sound,destruction,interference,resonance,amplification,B,True,0.0007180576,0.9954248,0.0027959433,0.0010612204
Black is the combination of,all the colors together,two or more appropriate colors,light when a prism is held upside down,None of these,D,False,0.3374597,0.38239196,0.017334456,0.2628139
"In a circuit of two lamps in parallel, if the current in one lamp is 2 A, the current in the other lamp is",about 1 A,2 A,Depends on which lamp is closer to the battery,Not enough information to say,D,True,0.27054006,0.033337075,0.005274691,0.69084823
Which of these changes when light refracts in passing from one medium to another?,Speed only,Wavelength only,Both speed and wavelength,Neither of these,C,True,0.272816,0.06087348,0.47880697,0.1875035
"If the frequency of one source of sound is 500 Hz and a second sound source is 504 Hz, then when the two waves interfere with each other, the beat frequency will be",2 Hz,4 Hz,8 Hz,16 Hz,B,True,0.40490887,0.45882186,0.056537945,0.079731286
The loudness of a sound is most closely related to its,frequency,period,wavelength,amplitude,D,True,0.00091092306,7.477312e-05,6.598704e-05,0.9989484
The electric field inside the dome of a Van de Graaff generator is zero when the dome is,charged,uncharged,Either of these,Neither of these,C,False,0.019628868,0.6706526,0.047087207,0.26263133
The redness of a sunrise or sunset is due mostly to light that hasn’t been,absorbed,transmitted,scattered,polarized,C,True,0.002393821,0.0010295695,0.9963921,0.00018459166
"When a nucleus of uranium-238 emits an alpha particle, left behind is",thorium-242,thorium-238,thorium-234,radium-214,C,True,0.02782036,0.15039545,0.8130301,0.008754064
The Doppler effect occurs when a source of sound moves,toward you,away from you,Both of these,None of these,C,True,0.04983547,0.045375712,0.88335484,0.021433968
"When a proton is plucked from an atomic nucleus, the atom has a decrease in",charge,energy,mass,all of these,D,True,0.2882124,0.099603534,0.039005306,0.57317877
"If the Sun were twice as massive, its pull on Mars would be",unchanged,twice as much,half as much,four times as much,B,True,0.08286373,0.6517737,0.06658287,0.19877975
During the time an aircraft produces a sonic boom the aircraft is,breaking the sound barrier,pulling out of a subsonic dive,flying faster than sound,Each of these produces a sonic boom,C,False,0.28573745,0.028291836,0.18448596,0.5014848
"When food is exposed to gamma radiation, the food",becomes slightly radioactive,doesn’t become radioactive,will spoil faster,should be avoided,B,False,0.8882782,0.05678572,0.02155343,0.033382606
The red glow in the neon tube of an advertising sign is a result of,fluorescence.,coherence.,polarization.,de-excitation.,D,False,0.8823413,0.0042157564,0.0012657995,0.11217712
Light that is not transmitted by opaque materials is,reflected or converted to internal energy in the material.,mainly reflected.,mainly refracted.,transmitted at a lower frequency.,A,True,0.99642617,0.0009824557,0.0004788107,0.002112612
Imagine you're standing on the surface of a shrinking planet. If it shrinks to one-tenth its original diameter with no change in mass on the shrunken surface you'd weigh,1/100 as much,10 times as much,100 times as much,1000 times as much,C,False,0.32413596,0.50203156,0.13511996,0.038712516
A magnetic force acting on a beam of electrons can change its,direction,energy,Both of these,Neither of these,A,False,0.2151707,0.015586912,0.7510195,0.018222947
Microscopic slush in water tends to make the water,more dense,less dense,more slippery,warmer,A,False,0.3536076,0.58300036,0.047855582,0.015536433
The speed of sound in air depends on,frequency.,wavelength.,air temperature.,All of these.,C,False,0.001686686,0.0016347921,0.2011429,0.7955356
Heat comes from the Sun to Earth by the process of,conduction,convection,radiation,"All of these, although radiation is greatest",C,False,0.00029803006,0.0002934095,0.02367546,0.9757331
A torque is a force,like any other force,multiplied by a lever arm,that is fictitious,that accelerates things,B,True,0.0002570686,0.99945754,0.00017394131,0.00011143099
All of the following are electromagnetic waves EXCEPT,microwaves,light waves,X-rays,None is outside the family; all are electromagnetic waves,D,True,0.00065506715,0.0013027566,0.00068650447,0.9973557
Big brother and little sister can balance on a seesaw because of balanced,forces,torques,energies,All of these,B,False,0.67164135,0.028601937,0.0017176799,0.29803905
Any atom that emits an alpha particle or beta particle,becomes an atom of a different element always.,may become an atom of a different element.,becomes a different isotope of the same element.,increases its mass.,A,False,0.030355884,0.9443438,0.015748424,0.009551901
Regelation occurs due to water’s,high specific heat,open-structured ice crystals,high rate of expansion,slight tendency to freeze when its temperature is lowered,B,False,0.15767616,0.07448094,0.015612054,0.7522309
"A big fish swims upon and swallows a small fish that is at rest. Right after lunch, the fattened big fish has a change in",speed,momentum,Both,Neither,A,False,0.080624506,0.16034096,0.12487367,0.6341608
A capacitor can store,charge,energy,Both of these,Neither of these,C,True,0.010772532,0.015673941,0.96971244,0.0038410644
"For a tube closed at one end, the length of the tube at a frequency of 256 Hz will be",one-quarter the value for a tube open at both ends,one-half the value for a tube open at both ends,twice the value for a tube open at both ends,four times the value for a tube open at both ends,B,True,0.23488519,0.3872602,0.07625606,0.30159855
The period of a 10-Hz wave is,1/10 s,1.0 s,10 s,None of these,A,False,0.30170724,0.49743113,0.028953964,0.1719076
If the Sun collapsed to become a black hole Planet Earth would,continue in its present orbit.,likely be sucked into the black hole.,be pulled apart by tidal forces.,Both C and D.,A,False,0.020998377,0.25581262,0.027818328,0.69537073
The electric field between a pair of oppositely charged parallel plates,gets weaker with distance inside the plates,follows the inverse-square law,Both of these,Neither of these,D,True,0.25084287,0.021918405,0.08668897,0.6405497
The flight of a blimp best illustrates,Archimedes’ principle,Pascal’s principle,Bernoulli’s principle,Boyle’s law,A,True,0.93012565,0.004046368,0.06329585,0.0025321525
The distance of your image behind a plane mirror is equal to,half your height,half your distance from the mirror,your distance in front of the mirror,more than your distance in front of the mirror,C,True,0.026583308,0.33413115,0.5864184,0.052867226
The discrete orbits of electrons are best understood when modeled by,high-speed particles,particles on springs,waves,photons,C,False,0.020766752,0.969813,0.0063335015,0.0030867022
"Heat engines, such as a jet engine, are more efficient when run at",high temperatures,constant temperatures,low temperatures,a constant rate,A,True,0.9664972,0.015141334,0.011429279,0.006932208
The phenomenon of interference occurs for,sound waves,light waves,Both of these,Neither of these,C,True,0.003614644,0.017791903,0.9714049,0.007188578
As more lamps are connected in a series circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,B,True,0.01179086,0.966397,0.010735701,0.0110764885
"When you buy a pipe in a hardware store, the water isn’t included. When you buy copper wire, electrons",must be supplied by you,are included in the wire,may fall out—hence insulation,None of these,B,False,0.5265087,0.025406824,0.0628825,0.385202
When a uranium nucleus undergoes fission the energy released is primarily in the form of,gamma radiation.,kinetic energy of fission fragments.,kinetic energy of ejected neutrons.,All of these about equally.,B,True,0.0010860226,0.52848905,0.0040350636,0.46638995
Most of the radiation in Earth’s biosphere is,natural background radiation,the result of military activities,from nuclear power plants,in the form of cosmic rays,A,True,0.9965115,0.0008946128,0.00034490397,0.0022490565
When white light enters a prism green light is bent more than,blue light.,violet light.,red light.,None of these choices is correct.,C,False,0.2469425,0.29786953,0.19231904,0.26286894
When a ball at rest hangs by a single vertical string tension in the string is mg. If the ball is made to move in amhorizontal circle so that the string describes a cone string tension,is mg,is greater than mg always,is less than mg always,may be greater or less than mg depending on the speed of the ball,B,False,0.0093007125,0.02231125,0.019689608,0.94869846
"When a tin can is whirled in a horizontal circle, the net force on the can acts",inward,outward,upward,None of these,A,True,0.6612145,0.27563518,0.0053740307,0.057776276
The highest ocean tides occur when Earth and the Moon are,lined up with the Sun,at right angles to the Sun,at any angle to the Sun,lined up during spring,A,False,0.14065038,0.55628306,0.040297013,0.2627695
"Lift a 100-N crate with an ideal pulley system by pulling a rope downward with 25 N of force. For every 1-m length of rope pulled down, the crate rises",25 cm,25 m,50 cm,None of these,A,False,0.105183154,0.196508,0.196508,0.5018008
"Hot sand cools off faster at night than does vegetation. Compared with vegetation, sand’s specific heat capacity is",lower,higher,about the same,Can’t say,A,True,0.94047964,0.04132179,0.0047833445,0.013415221
The color of light most intense in the solar radiation curve is,infrared,red,yellow-green,violet,C,True,0.0034209413,0.04577169,0.91934896,0.03145839
"If the current in the filament of a lamp is 3 A, the current in the connecting wire is",less than 3 A,3 A,more than 3 A,Not enough information to say,B,False,0.101530366,0.24355868,0.032962084,0.6219489
"If two protons and two neutrons are removed from the nucleus of neon-20, a nucleus of which element remains?",Magnesium-22,Magnesium-20,Oxygen-18,Oxygen-16,D,True,0.0060090413,0.022326298,0.022326298,0.9493383
"If a star that is 20 light-years from Earth explodes, gravitational waves from the explosion would reach Earth in",less than 20 years.,20 years.,more than 20 years.,None of these.,B,False,0.039620597,0.29275882,0.45343372,0.21418692
"In a mixture of hydrogen, oxygen, and nitrogen gases at a given temperature, the fastest molecules on average are those of",hydrogen,oxygen,nitrogen,All have same average speed,A,True,0.6055924,0.045261517,0.024995783,0.3241503
The mutual induction of electric and magnetic fields can produce,light,energy,Both of these,Neither of these,A,False,0.008552567,0.3416311,0.46695435,0.18286194
"When a model car speeds up to three times its original speed, its kinetic energy is",the same,twice as great,three times greater,None of these,D,False,0.008681845,0.16381438,0.73416513,0.09333862
"If an iron nucleus split in two, its fission fragments would have",less mass per nucleon,more mass per nucleon,the same mass per nucleon,either more or less mass per nucleon,B,False,0.78537655,0.11314423,0.023716317,0.07776281
The surface of Planet Earth loses energy to outer space due mostly to,conduction.,convection.,radiation.,radioactivity.,C,True,0.00062578917,0.00053526583,0.99850404,0.0003349608
The direction of natural processes is from states of,higher order to lower order,lower order to higher order,disorganization to organization,disorder to equilibrium,A,False,0.03413866,0.11193636,0.07693266,0.7769923
A principal source of the Earth’s internal energy is,tidal friction.,gravitational pressure.,radioactivity.,solar radiation.,C,True,0.002950192,0.0073017953,0.9867041,0.003043841
A diffraction grating relies on light,interference,amplitudes,variations in brightness,being composed of photons,A,True,0.9971179,0.0011675049,0.00051004515,0.0012045656
A satellite in Earth orbit is above Earth’s,atmosphere,gravitational field,Both,Neither,A,False,0.050031323,0.044152483,0.8868264,0.018989747
The time it takes for a pendulum swinging to and fro refers to its,frequency,period,wavelength,amplitude,B,True,0.00030524697,0.99936086,8.0882404e-05,0.00025305862
"As entropy in a system increases, energy in the system",becomes more ordered,becomes less ordered,reaches equilibrium,moves toward destruction,B,True,0.0011296704,0.99543107,0.00072937,0.0027099384
"When water changes to steam, energy is",absorbed by the water,released by the water,conserved as the phase change occurs,changed to a different form,A,False,0.029390763,0.7579978,0.11624274,0.09636861
"According to Coulomb, a pair of charged particles placed twice as close to each other experience a force",twice as strong,four times as strong,half as strong,one-fourth as strong,B,True,0.038489345,0.9325115,0.011377429,0.017621707
"The factors, both of which will increase the magnetic field strength of an electromagnet, are",increased electrical current and fewer coils of wire,increased diameter of coil and an increase in the number of coils,an increase in the electrical current and using a strong ferromagnetic material like iron,using an air core instead of iron and increasing the diameter of the coil,C,True,0.00043599016,0.0017515295,0.9964903,0.0013221238
The team that wins in a tug-of-war is the team that,produces more tension in the rope than the opponent,pushes hardest on the ground,Both,Neither,B,False,0.57300293,0.02022948,0.13610013,0.2706674
Which type of radiation from cosmic sources predominates on the inside of high-flying commercial airplanes?,Alpha,Beta,Gamma,None of these,C,False,0.029890822,0.018129699,0.29259855,0.659381
Thermal convection involves mainly,radiant energy,fluids,insulators,All of these,B,True,0.00033924458,0.9801602,0.0003904681,0.01911008
A 10-Ω resistor carries 10 A. The voltage across the resistor is,0,more than 0 but less than 10 V,10 V,more than 10 V,D,False,0.025573216,0.095016025,0.7955594,0.083851345
A cannonball is fired horizontally at 10 m/s from a cliff. Its speed one second after being fired is about,10 m/s,14 m/s,16 m/s,20 m/s,B,False,0.5280273,0.28263265,0.09467007,0.09467007
The average speed of a gazelle traveling a distance of 2 km in a time of one-half hour is,1 km/h,2 km/h,4 km/h,greater than 4 km/h,C,False,0.044055033,0.44494006,0.2872749,0.22372991
The metal detectors people walk through at airports operate via,Ohm’s law,Faraday’s law,Coulomb’s law,Newton’s laws,B,True,0.0043142573,0.99170446,0.002536221,0.001445095
Sound travels in,solids,liquids,gases,All of these,D,True,0.0029614356,0.0015363725,0.0050375713,0.99046457
When a fusion reaction converts a pair of hydrogen isotopes to an alpha particle and a neutron most of the energy released is in the form of,gamma radiation.,kinetic energy of the alpha particle.,kinetic energy of the neutron.,All of these about equally.,C,False,0.007667926,0.0905404,0.04276826,0.85902345
Polarization is a property of,transverse waves.,longitudinal waves.,all waves.,None of these.,A,True,0.97253126,0.0057828827,0.0059664506,0.015719503
The phenomenon of beats results from sound,reflection.,refraction.,interference.,All of these.,B,False,0.0012086417,0.0006995081,0.9697101,0.028381774
"The lowest possible temperature is absolute zero, at",0 kelvin,−273°C,Both are the same,None of these,C,True,0.16319694,0.042572465,0.77856904,0.015661536
Refraction occurs when a wave crosses a boundary and changes,speed and direction,intensity,frequency,amplitude,A,True,0.9997179,0.00014200373,4.9848e-05,9.026306e-05
"When you tap a piece of wood, it will produce a characteristic sound related to its",wavelength,amplitude,period,natural frequency,D,True,0.00034573497,0.00032478792,0.00041703595,0.99891245
"When wind speeds up as it blows over the top of a hill, atmospheric pressure there",increases,decreases,isn’t affected,reduces to zero,B,True,0.1797546,0.8056042,0.012232454,0.002408713
"When white light passes through a prism, the light that bends more than green is",red,yellow,blue,None of these,C,True,0.17388158,0.0125959385,0.7792831,0.03423931
"If you travel at high speed, then compared with your friends who “stay at home,” you are",older.,younger.,neither younger nor older.,longer.,B,False,0.5446768,0.18823527,0.12937208,0.13771586
The component of velocity that can remain constant for a tossed baseball is,horizontal,vertical,Either of these,None of these,A,False,0.24080949,0.028760588,0.6968053,0.033624534
The crystals that make up minerals are composed of,atoms with a definite geometrical arrangement.,molecules that perpetually move.,X-ray patterns.,3-dimensional chessboards.,A,True,0.9985322,0.0007548671,9.6723285e-05,0.0006161045
"Two vectors, one 3 N and the other 4 N, can have a resultant of",0 N,5 N,8 N,Any of these,B,False,0.0056317714,0.16980895,0.10963691,0.7149224
Radioactivity has been around on Earth since the,middle of the 1900s,Industrial Revolution,advent of medical technology,Earth formed,D,True,0.00051887095,0.0006258779,0.00020964282,0.9986456
"When the shadow of the Moon falls on Earth, we have a",lunar eclipse.,solar eclipse.,solar eclipse if it’s daytime and lunar eclipse if it’s nighttime.,very dangerous event.,B,False,0.75222284,0.15767448,0.08707611,0.0030265022
"In both fission and fusion, energy is released while mass",decreases,remains unchanged; is conserved,increases,may decrease or increase,A,False,0.0016445115,0.99594635,0.0007647689,0.0016445115
"When relatively slow-moving molecules condense from the air, the temperature of the remaining air tends to",remain unchanged,decrease,increase,spread out uniformly,C,False,0.011537094,0.9756143,0.0105046425,0.0023439028
"If the volume of an object were to double, with no change in mass, its density would",halve.,double.,be the same.,None of these.,A,True,0.7304812,0.1269386,0.04970987,0.092870265
The pressure at the bottom of a pond does NOT depend on the,acceleration due to gravity.,water density.,depth of the pond.,surface area of the pond.,D,True,0.10171494,0.079215676,0.13475041,0.684319
The blueness of the daytime sky is due mostly to light,absorption,transmission,reflection,scattering,D,True,0.00018800911,0.00039184463,0.000314856,0.9991053
A galvanometer can be calibrated to read electric,current,voltage,Either of these,Neither of these,C,False,0.8009968,0.024955817,0.072212055,0.10183532
Which of these temperatures is likely when a container of water at 20°C is mixed with water at 28°C?,19°C,22°C,30°C,Higher than 30°C,B,False,0.019019116,0.25447297,0.30695298,0.41955498
To view your full-face image in a steamy mirror compared with the height of your face the minimum height of the patch to wipe away is,one-quarter.,one-half.,the same.,dependent on your distance from the mirror.,B,True,0.15370457,0.5364816,0.1356438,0.17417008
The vibrations in a transverse wave move in a direction,along the wave,perpendicular to the wave,Both of these,Neither of these,B,True,0.041952856,0.84264565,0.07837826,0.037023265
A 1134-Hz tuning fork is sounded at the same time a piano note is struck. You hear three beats per second. The frequency of the piano string is,1131 Hz,1134 Hz,1137 Hz,More information is needed,D,False,0.66202843,0.051050153,0.071992256,0.21492916
Huygens’ principle for light is primarily described by,waves,rays,particles,photons,A,True,0.99414814,0.004324888,0.0007515528,0.0007754097
"When the temperature of a strip of iron is increased, the length of the strip",also increases.,actually decreases.,may increase and may decrease.,decreases in width as it gets longer.,A,True,0.57227546,0.011511776,0.3933188,0.022893898
"When light undergoes interference, it can sometimes",build up to more than the sum of amplitudes,cancel completely,Both of these,Neither of these,B,False,0.011733356,0.016546685,0.96168387,0.010036073
When the color yellow is seen on your TV screen the phosphors being activated on the screen are,mainly yellow.,blue and red.,green and yellow.,red and green.,D,False,0.022913937,0.8333847,0.044167772,0.09953361
Which of these does NOT belong in the family of electromagnetic waves?,Light,Sound,Radio waves,X-rays,B,True,0.00024892995,0.99853706,0.0003977889,0.0008162099
A math book and a physics book sitting on a table are tied together with a length of string. With the string taut one book is pushed off the edge of the table. As it falls the other book is dragged horizontally across the table surface. With no friction acceleration of the books is,zero,g/2,g,a value between zero and g,D,True,0.13920863,0.07931869,0.074513,0.7069597
A motor and a generator are,similar devices,very different devices,forms of transformers,energy sources,A,True,0.91200435,0.08482962,0.0014595742,0.0017064152
As more lamps are connected in parallel in a circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,A,False,0.06532808,0.024795739,0.9018262,0.0080499975
Newton’s law of cooling applies to objects that,cool,warm up,Both,Neither,C,False,0.58117574,0.069411546,0.12182105,0.22759168
The fact that the Moon always shows its same face to Earth is evidence that the Moon rotates about its axis about once per,day,month,year,None of these for the moon does not rotate about an axis,B,False,0.013654125,0.097787,0.016992832,0.87156606
Consider a ball rolling in a horizontal circular path on the inside surface of a cone. The normal force on the ball,is mg,is greater than mg always,may be greater or less than mg,is less than mg always,B,False,0.01218883,0.0658922,0.58729076,0.3346282
The compressions and rarefactions in sound normally travel,in the same direction,in opposite directions,at right angles to each other,None of these,A,True,0.9057341,0.022674609,0.0017484782,0.06984272
The power required to raise a 100-kg crate a vertical distance of 2 m in a time of 4 s is,200 W,500 W,800 W,2000 W,B,True,0.14912328,0.38079965,0.278599,0.19147809
The phenomenon of beats is the result of sound,destruction,interference,resonance,amplification,B,True,0.00018779229,0.99795306,0.0013240646,0.0005349705
Interference is characteristic of,sound waves,light waves,water waves,All of these,D,True,0.0011994003,0.0043192063,0.0016393857,0.9928421
"In either a fission event or a fusion event, a quantity that remains unchanged is the",kinetic energy,mass,number of nucleons,binding of nucleons,C,True,0.00040561488,0.14668301,0.84410244,0.008809
The magnetic force on a moving charged particle can change the particle's,speed,direction,Both of these,Neither of these,B,False,0.005849984,0.030651726,0.9535472,0.009951158
"If you were to travel at a speed close to the speed of light, you could notice that your own",mass changes.,pulse decreases.,Both of these.,Neither of these.,D,False,0.15763085,0.005565049,0.8005155,0.036288682
Electricity and magnetism connect to form,mass,energy,ultrahigh-frequency sound,light,D,False,0.0014643369,0.94402486,0.0012525137,0.053258236
Sound travels in air by a series of,compressions,rarefactions,Both of these,Neither of these,C,True,0.055682994,0.009089998,0.9272051,0.008021896
"When a cannonball is fired from a cannon, both the cannonball and the cannon experience equal",amounts of force,accelerations,Both,Neither,A,False,0.08908236,0.39923942,0.310928,0.20075019
The nucleus of an electrically neutral iron atom contains 26 protons. The number of electrons this iron atom has is,52,26,24,None.,B,True,0.13707104,0.65392935,0.05367779,0.15532184
